,company,description,link,location,title
207,Q6Cyber,"Location: San Jose, Costa Rica.
Job Description
We are recruiting an experienced Java developer to join our team developing our cyber analytics platform. We are committed to developing a leading edge system based on the latest web-scale data collection, analysis, and storage technologies. We are building a flexible platform that can support multiple business offerings and are looking for a candidate who wants to explore the edge of the possible and find creative solutions to difficult problems. If you are looking for a job focused on developing against a list of detailed pre-determined specifications, then this isn’t the position for you. We expect the candidate to work closely with stakeholders across the company to deliver on our vision and develop a set of tools that enable our analysts succeed and provide critical intelligence to our clients. We expect the candidate will embrace the current vision, take ownership of it, and help constantly evolve and improve the platforms.
Core Duties:
Contributor to the Java development team; deliver well-tested, peer-reviewed implementations under the direction of the Java Team Lead.
Take a senior role in improving our data ingest platform.
Mature our existing capabilities and contribute to designing and building our next-generation production level, web-scale cyber analytics platform to meet our discovery, collection, analysis, and reporting requirements.
Ensure scalability and security are considered in every implementation.
Work with the rest of the development team to deliver mission critical services.
Work closely with executive leadership, application development teams, and intelligence analysts to ensure that requirements and needs are being met.
Work in an Agile environment to continuously deliver improvements and new capabilities based on our rapidly evolving analytical and business needs.
Detailed responsibilities:
Deliver distributed scalable microservices based applications developed within a mixed development environment with a core focus on Java backend services.
Contribute across the range of internal applications, from scalable analytics and data processing to backend services for our client facing web applications.
Development in a Linux / open source, cloud based, environment integrating external and internal APIs through JSON.
Support the intelligence analysis team through a highly iterative fast development cycle to understand requirements and deliver capabilities.
Work closely with other engineering teams to ensure interoperability of applications.
Evaluating and utilizing various leading edge technologies for systems development.
Maintaining complex software projects. This includes version control, testing, release engineering, and deployment.
Agile! We are a small, committed team where everyone chips in to make things happen. Mindset is just as important and skillset. The team is driven by a burning desire to pull intelligence out of the mass of data and quickly surface those insights to our analysts and clients. Technology is just a means to that end.
Requirements:
Bachelor’s degree or foreign equivalent in computer science or related field.
Solid understanding of object oriented design, design patterns, distributed systems and backend services.
Experiencing designing and delivering microservice based applications.
2+ years of experience developing in Java and JVM ecosystem.
1+ years of experience working in a team-driven Agile environment.
Strong experience in Java 8, asynchronous development, threading.
Knowledge and experience with regular expressions.
Experience with command line text processing tools.
Messaging (e.g. Apache Kafka or AWS SQS).
Comfortable in a Linux / BSD environment.
Strong analytical skills and ability to work independently and collaboratively.

Contact: hr-info@q6cyber.com",https://cr.indeed.com/rc/clk?jk=9012f642ccf1c6e2&fccid=921c5028dd980f7e&vjs=3,"San José, Provincia de San José",Java Software Engineer
208,Amazon Support Services Costa Rica SRL,"Qualifications required
Minimum qualification is High School Diploma
Working Hours
Flexible working schedule
Ability to work overtime as required by business, most often occurring in the weeks surrounding the holiday season.
Flexible with the working schedule; may be expected to work weekends, holidays and events
Maintain regular and reliable attendance, including the daily schedule as assigned

Digital Devices and Alexa Support Associate (D2AS)
Are you curious about new platforms and technologies and have a desire to deliver world-class customer service? Are you excited by the idea of owning a problem and innovating on behalf of customers? Can you deal with ambiguity and keep up with the pace of a company whose cycles are measured in weeks, not years?

Amazon introduced the first Kindle in 2007 — at that time, it offered 90,000 eBooks and sold out 5.5 hours after the announcement. Since then, we have expanded to become the best-selling e-reader family in the world. We have gone beyond Kindle with our powerhouse Fire tablets, built for work and play with our Fire operating system. For streaming media lovers, we have created Amazon Fire TV, Fire TV Stick, and Fire TV Edition with voice search. Fire TV devices come with access to 500,000 movies, TV shows, and tens of thousands of channels, and apps. In 2014, we introduced Amazon Echo and Alexa, the voice service that powers Echo and other devices so customers can play music, control their smart homes, and get information, news, weather, and more using just their voice. Alexa is now integrated with over 20,000 third party devices from 3,500 brands. Alexa has 50,000 skills and developers in 180 countries. Want to know more, join our team!

The Digital Devices and Alexa support team’s vision is to create innovative support experiences for customers using Amazon’s next-generation Digital and Device products through intelligent self-service solutions and a world-class Tech Support organization. In line with our vision and customer expectations, our Technical Support Associates (TSAs) are technology experts and foster a culture of innovation and agility to raise the bar for technical support in an evolving environment of interconnected devices and services. If you enjoy sharing your technical knowledge, problem solving, are passionate about new technologies, this is the job for you!

We play a critical role in listening to customers and escalating pain points to enable Amazon to improve and deliver world-class technical support experiences – will you help us?
This position could be located in Calle Blancos, San Jose or Lagunilla, Heredia. Costa Rica.

Knowledge & Skills Required

Customer Service Skills:
Dedicated to problem resolution
Demonstrate a positive attitude
Be able to resolve a conflict
Are patient and helpful
Able to avoid jargon and explain complex concepts
Are responsible in any given situation
Able to collect data accurately to identify solutions
Able to use multiple tools
Use situational judgement to determine actions
Have a detail-oriented working style

Technical Knowledge:
Basic understanding of Device Platforms (Desktops, Laptops, Tablets, Mobiles, Gaming consoles, Streaming devices) and Digital Services (Videos, Music, Apps, Video Games, streaming content, Cloud Storage) and associated technical terminologies
Ability to translate technical information / instructions into a simple language that would ensure seamless trouble shooting
Ability to problem solve
Awareness of latest trends and developments in the technology industry
Demonstrate the ability to apply knowledge to new situations
Be able to use judgement and common sense to answer customer questions
Demonstrate willingness to share knowledge with team members and customers
Consistently curious about technology

Communication Skills:
Excellent English communication skills (written, comprehension and verbal)
Ability and willingness to communicate with others
Ability to demonstrate empathy
Ability to use effective questions
Ability to demonstrate active listening
Ability to communicate in a positive manner
Good comprehension skills – ability to clearly understand the issues customers present",https://cr.indeed.com/rc/clk?jk=331a8bf3bfcefaf5&fccid=fe2d21eef233e94a&vjs=3,"San José, Provincia de San José",Digital Devices and Alexa Support Associate
209,Confidential,"About YouWe're looking for a forward thinking, engaging, Full Stack Senior Wordpress Developer with the ability to work closely with our design & marketing teams and manage multiple clients WP sites.You will live and breathe development and will be able to demonstrate your ability solve complex problems and move quickly to support clients and their unusual requests.You will be hungry to learn and grow and in return you will be welcomed into a tight knit, evolving team that is part of a unique agency with ambitious growth plans, also you must understand the dynamic of a streamlined team and sometimes to get the best result you must go above and beyond the expected.Above all you will have the right attitude, have A+ written+spoken English, able to work 1pm-9pm (lots of US based clients) and have a positive outlook on coming to work everyday.Skills & Requirements5+ years of experienceProgramming Languages: JavaScript, HTML/CSS, and PHP (at a minimum)Extensive development experience. Considers development beyond the brief, and extends it to include commercial aspects and client considerationsAbility to manage custom Wordpress themes, develop page templates, spec theme enhancements and either perform theme updates or manage theme development to support leading-edge designs and UXDemonstrates high levels of attention to detail and standards of accuracy in all code deliverablesExperience working with modern technology stacks including Optimizely, Marketo, Google Analytics, Google Search Console, and Google Tag ManagerIn depth knowledge of contemporary SEO techniques, multi-variate testing, quality control, code review and testing processesAbility to manage website projects, work efficiently on time sensitive initiatives and effectively collaborate across marketing functionsMaintains regular day-to-day contact with key internal stakeholders to manage their expectationsWorks to ensure clear communication with internal and external contacts through the most appropriate methodConfident communication, both written and verbalNice to HaveB.S. in Computer Science or a related fieldJob Types: Full-time, Part-timeSalary: ₡8,580.00 to ₡12,580.00 /hourExperience:Wordpress: 5 years (Required)Language:English (Required)",https://cr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C42uWlTcvQuSvYOtAav8PzwEmyqfcTD3ltHWCdPLhdUYorS3opGZQvGm0d7zjEri2TF-bveZjPY36Yp6PvrnjIVoYoo6PeuoRWkw70Jaj2LlZUkADIviLskz246y2Lp7tuLFfqtnNFxT3VrI_uXwlNy5GMhGZ3ZkVIcvDNe2Xs9GjETm3Y7sM0mZO6sViWrhF90SO0uSmcpfDS26ubUbtJIY1pE6x1PmfnVMhNbKotvNtzIIZveqO5sfN3TkcWhtuXX0D3y95veyUKbv6AamlCZDFZDrQVNybP7ucM7Ao09uWwQH2aDO_ExXW1NqlcXba_4AEMy46bvoSCLswnf8TEQfVuEUo7CdrcVCT3XfHUm0F-2ZjXlsrTWTnPDK13Fgau6abJNFFJ9T6YbepJkocAO9PHG2-BqDR2tAk6xEWUux4d1tIeHQDf&p=0&fvj=1&vjs=3,"San José, Provincia de San José",Wordpress Developer - Senior - Full Stack
210,UST Global,"Systems Analyst - (SO00048296-1-1-1)


UST Global is a private high growth organization headquartered in Orange County California and is a leading provider of Advanced Computing and Digital Services for Global 1000 companies worldwide. Our next-generation digital consultancy is the ideal place for you to grow your career. Are you up for the challenge? Read on!

Description

SO for identifying resource for the role of Front end developer
Location Costa Mesa or San Jose
Experience of 5 years
Strong proven track on NodejS Must Have
API development.
AWS Knowledge is a plus
communication L4 or above
Bachelor s or Master s in Computer Science in a related field

Qualifications

Bachelor s or Master s in Computer Science in a related field

Primary Location: CR-CR-Heredia
Organization: UST CRI
Employment Type: Regular Employee
Job Type: Full-time
 Day Job
Job Posting: Jul 9, 2019, 2:53:40 PM",https://cr.indeed.com/rc/clk?jk=9cd47f034d384c92&fccid=8009d67e70703a78&vjs=3,"Heredia, Provincia de Heredia",Systems Analyst
211,Syniverse,"The SAP Principle will be responsible for the configuration, testing, and support of the Finance and Accounting modules of SAP. This person will engage with business users to understand requirements and impact to the master processes for the company, driving integrated solutions that cross functions to meet the needs of Syniverse. In this role, you will be responsible for managing enhancements and projects for delivery to our business users while collaborating with other SAP team members. Principal Duties and Responsibilities: • Communicate and interact with all levels of Finance & Accounting personnel, ensuring data integrity, system adherence to compliance & regulatory requirements, financial reporting periods, and interaction with all constituents of financial data within the SAP platform. • Communicate effectively conceptual designs, writing technical specifications and coordinate development work with ABAP development staff, building and configuring prototypes and prototype documentation. • Identify and document business requirements and develop the SAP footprint within the areas of Accounting and Finance, focusing on financial planning and analysis, product costing, month-end close, and financial reporting. Work with the global project team to provide necessary analysis and assistance to roll out related projects. Translate business needs into technical requirements. • Responsible for maintenance and configuration in the FI and CO modules to support global finance processes including integrations. • Analyze business processes and recommend SAP best practices, including providing conceptual and detailed designs. • Responsible for conducting prototypes, developing functional specifications, data mapping, function mapping and setting of configuration tables. Works to address requirements from users on aggressive timelines. • Work with the business teams to perform integration testing to ensure that new functionality and enhancements do not adversely affect other functionality. • Strong in using and recommending the proper standard reports, enhancing and developing new reports, and identifying the right solution for the business users to leverage. • Devise or modify procedures to solve complex problems considering both required business function and long-term sustainability and scalability of solution. • Conduct impact analysis to identify and resolve potential cross-functional issues. • Establish and maintain a close working relationship with business partners. • Execute efforts in alignment with IT work management and prioritization processes. • Provide support/training to other IT resources in areas of expertise. • Work with local vendors in delivery of SAP application management of FICO applications • Undertake necessary activities to ensure achievement of process improvement plans within area of responsibility • Provide support for FICO SAP tickets and issues. • Analyze and troubleshoot supporting all levels of support items • Responsible for the A/R, A/P, F/A, G/L, SPL, FSCM Modules • Responsible for CCA, PCA, Internal Orders • Responsible for developing COPA for Product Profitability • Knowledge of user exits and Substitution Rules • Integration of Financial Module with other Logistic and CRM and SCM Modules • Strong SAP knowledge in the following functional areas: 1. Workflow 2. MM Integration - PO / Pricing / Release Strategies / Goods Receipt / Service Entry Sheet 3. PS Integration. Projects. WBS. Cost Collectors. Settlement. Budgeting. 4. Authorizations / Roles 5. STMS / Transports 6. Interaction with third party BI tools Job Requirements: • 6+ years of hands on configuration experience with the SAP FICO modules: COPA, Consolidation, Treasury, Accounts Payable (AP), Accounts Receivable (AR), Asset Management • BA/BS in Accounting or MIS required; MS or MBA a plus • Strong hands on experience in the design, development, and data integration of a global SAP system • Deep functional knowledge of Finance and Accounting using SAP • Knowledge of SAP Report Writer Painter, Drill down Reports and ABAP Queries • FI Module : Supporting AR/AP process, Supporting finance reporting and business analysis. Experience with general SAP configuration tasks and implications of settings. • CO-PA Module : Cost Center Accounting, Product Costing - Monitoring of issues related to cost roll up, cost planning, COPA Analysis - Generation and creation of various reports for decision making. • Ability to understand integration points to SD, MM, PP, FI/CO in the required areas • Experience with SAP-BW, SEM-BPS • Strong understanding Accounting concepts and terminology • Knowledge of TAX Reporting, VAT and Depreciation Methodology • Experience writing BeX Queries • Oracle DBA, ABAP Skills would be considered a plus • Ability to convert business needs into technical requirements. • Works independently and able to contribute to the overall success of a team. • Strong oral and written communication skills (in English); ability to express information and ideas clearly to internal non-technical customers as well as requirements to developers • Working knowledge of key business processes and the applications deployed to enable those processes • Systematic, disciplined and analytical approach to problem solving and system design. • Awareness of the wider field of information technology and broad understanding of information systems architecture and techniques. • Experience creating transports within the SAP environment. • Travel to Tennant locations globally (as required by project assignment). • Ability to provide support to global users, which periodically includes after-hours work. • Self-confident, assertive and present a positive attitude • Good organizational and prioritizing skills • Ability to multitask and meet deadlines. Ability to manage multiple assignments simultaneously Working Conditions: • No hazardous conditions. The above statements are intended to describe the general nature and level of work being performed by people assigned to this job. It is not designed to be utilized as a comprehensive list of all duties, responsibilities, and qualifications required of employees assigned to this job.",https://cr.indeed.com/rc/clk?jk=297e054aee15971d&fccid=f9af5aebcecd8ef2&vjs=3,Costa Rica,SAP Principal
212,Log(n) LLC,"Job Description

We’re looking for someone with a passion for programming and for writing beautiful code. You will join a team of exceptional developers working in a fast-paced environment to deliver world-class software.
Duties and Responsibilities:
Write clean, maintainable and efficient code.
Translate application storyboards and use cases into functional applications
Contribute in all phases of the development lifecycle.
Follow best practices (test-driven development, continuous integration, SCRUM, refactoring, code standards).
Participating in peer-reviews of solution designs and related code.
Drive continuous adoption and integration of relevant new technologies into design (Specially with Javascript Frameworks like ReactJs or Angular).
Help maintain code quality, organization, and automatization.
Identify and correct bottlenecks and fix bugs
Integration of data storage solutions
Solve complex performance problems and architectural challenges

Qualifications

Required:
Bachelor's degree, preferably in Computer Science, Information Technology, Computer Engineering, or related IT discipline.
Strong technical skills including understanding of software development principles.
Strong English written and verbal communication skills.
Good knowledge of relational databases
Ability to work well with other developers and teams.
5+ years of developing experience
Ruby on rails knowledge
Proficient understanding of code versioning tools, such as Git
Experience working in an Agile/Scrum development process
Ability to understand business requirements and translate them into technical requirements.
Understanding of MVC design patterns and RESTful architecture.
Familiarity with development aiding tools (such as Bower, Bundler, Rake, etc)
Experience of software development estimations.
Strong Knowledge in Javascript Frameworks(ReatJS).
Strong Knowledge in HTML/CSS best practices.

Bonus Skills
SEO knowledge
Working knowledge of NoSQL databases
Additional Information

Benefits:
Private Health insurance
Flexible schedule with extreme importance to quality of work rather than number of hours spent.
Team lunches once per week
Fun, casual work environment with stocked kitchen and lounge areas
Referral Bonus
Team Activities
Work From Home (Monday, Wednesday and Friday)",https://cr.indeed.com/rc/clk?jk=7e425652329581cd&fccid=53da95ca9871eb1e&vjs=3,"San José, Provincia de San José",Senior Frontend Engineer
213,Growth Acceleration Partners,"Application Support Developer General Description
Working knowledge of C# and .NET programming.
Working knowledge of SQL databases.
Working knowledge of data integrations – ETL.
Ability to troubleshoot and engage in complex problem-solving.
Excellent written, verbal, and interpersonal communication skills.
Strong organizational and documentation skills.
Must be able to multi-task.
Nice to have: Angular
A good example of the day-to-day
Teamwork – working with cross-functional teams including, but not limited to: application development, QA, BA, management, and customer support.
Troubleshoot, Problem Solve, Solution – evaluate and confirm defects, identify potential issues, perform root cause analysis, and make recommendations for enhancements.
Business prioritization – work with the team lead to review all backlog items and priorities.
Estimates – organize effort estimates on assignments to assist business with prioritization and sprint planning.
Business requirements – meet with business users to elaborate on requests for new functionality.
Sprint planning – work with onshore lead to organize sprint plans.
Daily standups – meet with the team to discuss what you worked on yesterday, what you are working on today and if you have any blockers – set up meetings to mitigate blockers.
Demo – demonstrate assignment completeness to team and stakeholders.
Deployments – organize and execute releases to development and QA environments.
Product – collaborate with the business to train/educate/learn current and future system features.
General – thought leadership on best practices and continuous process improvement.",https://cr.indeed.com/rc/clk?jk=c4d8539a2de7bbd0&fccid=7de416dc8bf10354&vjs=3,Costa Rica,.NET ENGINEER
214,Premier Group,"This position is responsible to develop on applications based on va aunque Oracle Enterprise One and MS. c#


Job Qualifications

Bachelor of Computer Science or Computer Engineering
Experience in SQL scripts for maintenance databases.
Work Experience in C++, C#.NET and ASP.NET
Good English skills


Desired but not required

Knowledge in Oracle Enterprise 1. We provide training
Experience in Oracle, SQL and/or DB2 databases.


Skills

Good analytical skills to investigate and resolve problems
Capable of working in a team environment.
Good Organizational skills
enviar mi candidatura
díselo a un amigo
 valoración",https://cr.indeed.com/rc/clk?jk=b5c83193bb4f612f&fccid=bb1ce056b91e4f59&vjs=3,"Escazú, Provincia de San José",Oracle Enterprise One Junior Developer
215,Boston Scientific Corporation,"Additional Locations: (n/a)
Purpose and Passion • Comprehensive Benefits • Life-Work Integration • Community • Career Growth
The Rhythmia Mapping System centers around a real-time virtual world of the human heart. As a physician probes the heart with a catheter, the system generates an accurate anatomical model of the chamber. High-performance rendering and algorithmic techniques are vital to creating a stunning view and providing the physician with instant feedback.
The US Cambridge-based division is a small, dynamic, fast-growing part of the Boston Scientific Electrophysiology group with a highly talented team developing and testing the leading edge Rhythmia Mapping system.
About the role:
The software test engineer will join a small and highly effective product software test team, reporting to manager in Cambridge, US. working side-by-side with test leads in an Agile environment, developing test cases for testing sustaining and current software features, a wide range of software components, including user interface, algorithms, and back-end data handling. The position will also include create and execute automated test scripts, unit test, manual execution of test scripts, and interacting with a variety of electronic equipment in the lab. We are looking for an engineer with a strong computer science background to join our exciting and fast-paced software test team. Besides manual testing, you would be involved in test automation which requires coding skills in Python, or C++. Our tools include Squish, Python, C++, MATLAB, and Linux.
You’re Responsibilities Include :
Design, develop and execute test cases to ensure the quality of the product by proving system functionality, verify business and user requirements are met in Electrophysiology domain area.
Manual execution of tests, automate test scripts
Ensure that tests have been conducted in accordance with written procedures.
Document test results and write test reports.
Record and track defects in a bug tracking system.
What We’re Looking For :
The ideal candidate Position requires Bachelor’s Degree or foreign equivalent degree in Computer Science, Biomedical Engineering, Engineering or related field
2 years of experience in testing for product quality preferred. Newly graduates with outstanding course records will be considered.
Excellent written and verbal communication skills in English
Some Travel 10-20%
Preferred Qualifications:
A strong product quality and testing experience preferably in medical device domain
Working experience in test automation including design, developing and execution of automated test scripts
Some programming experience is desirable. Working knowledge of Python, MATLAB or C++ is highly desirable.
A natural attention to detail and a penchant for organizing and documenting.
A good learner who can master complex software and quickly adapt to new tools and technologies.
Ability to work independently as well as work collaboratively as part of a team
About us
As a global medical technology leader for more than 35 years, our mission at Boston Scientific (NYSE: BSX) is to transform lives through innovative medical solutions that improve the health of patients. If you’re looking to truly make a difference to people both around the world and around the corner, there’s no better place to make it happen.
Requisition ID: 449328

Job Segment: Medical, Developer, Engineer, Medical Technology, Information Systems, Healthcare, Technology, Engineering",https://cr.indeed.com/rc/clk?jk=ddde5d02696e0643&fccid=d13187a50c252e33&vjs=3,"Heredia, Provincia de Heredia",R&D Software Test Engineer 1
216,"Neustar, Inc.","Neustar, Inc. is a leading global information services provider driving the connected world forward with trusted, holistic identity resolution. More information is available at https://www.home.neustar .
Job Requisition:
R-2468 Systems Engineer- ServiceNow (Open)
Primary Location:
COSTA RICA
Job Description:
Neustar is looking for a ServiceNow developer to join our team. Candidates will demonstrate skills in areas for the administration, development, documentation, and technical support of the ServiceNow platform. This position will vary in the scope of project responsibilities, however generally this position will focus mainly on administering the system and will include, deployment, contributing to designing, and delivering technical solutions on the ServiceNow platform. In this role you will regularly interact with our internal customer and product owners for project intake and coordination.
Duties and Responsibilities :
Provide support for reviewing, design, and improvement of ITSM processes and procedures for the effective management and adherence of ITSM process areas. Current ITSM areas supported include:
Access Management
Incident Management
Change Management
Problem Management
Request Fulfillment
Knowledge Management
Asset, Software Asset, and Configuration Management
Service Catalog Management
Transition Planning
Legal Service Module
Provide software configuration and customization including, but not limited to: screen tailoring, workflow administration, report setup, data imports, integration, custom scripting and third party software integrations
Obtaining and analyze business requirements along with documenting technical solutions
Develop, design, and rollout new application modules
Research new functionality and recommend solutions that deliver value to the business
Build and edit service catalog items from customer requirements including request, requested items, task using workflows to manage data flows from a customer to the support teams providing fulfilment.
Uses scripting tools and ServiceNow functionality automate routine
Develop and manage integrations with other systems
Load, manipulate, and maintain data between ServiceNow and other systems
Understanding of ITIL/ITSM processes
Ensuring our deployment adheres to ServiceNow and ITIL best practices
Hands-on design development, and deployment experience with ServiceNow
Knowledge module experience
Experienced in the System Development Life Cycle (SDLC) processes including customer requirement, analysis, and system design
Work with the team to design regular trainings for internal users
Required Experience and Skills:
Experience in CMDB, Discovery, and integrations with other external tools is a must
Deep knowledge in more than one of the following scripting languages : HTML/CSS, AJAX, AngularJS
Web Services Integration (SOAP, REST, and JSON) experience
Snow Mirror data replication experience is a plus
2 years of administration and development within ServiceNow
Hands-on experience working with relational databases
Understanding of ITIL/ITSM processes
ITIL v3 Foundations certification is a plus
ServiceNow Administration cert required
ServiceNow Developer cert preferred
Previous experience in Agile Development
Experience with Service Portal is a plus
Been a part of 1 or more major version upgrades to the system
Energy and passion to invent and create innovative solutions, challenge the status quo, and drive change
Excellent communication and partnering skills with both technical & non-technical users
Positive attitude, strong technical aptitude, and creative thinker
You solve problems at their root, stepping back to understand the broader context
You communicate clearly both verbally and in writing with your team and other groups
You can translate detailed technical problems into communicable messages
Ability to prioritize across various tasks and manage changes in daily workload
You perform well under pressure and multi-tasking is your middle name
Fast learner and confident decision maker
Neustar does not accept unsolicited resumes from external firms or agencies. Neustar will not be responsible for placement fees associated with unsolicited resumes.
DIVERSITY

Diversity, inclusion and teamwork are second nature to Neustar; and these values permeate our entire business structure. Neustar is committed to creating an environment where a wide spectrum of opinions and beliefs are actively sought, listened to and respected. Further, our talented workforce draws from the many geographic areas and markets in which Neustar operates worldwide, which represents a distinct competitive advantage. The rich and varied personal and professional backgrounds of our employees make Neustar a dynamic and rewarding company at which to build a career. We invite you to join us.


EOE of Minorities/Females/Vets/Disability

Neustar, Inc. considers all applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, or status as a Vietnam-era or special disabled veteran in accordance with federal law and other state and local requirements. Neustar, Inc., complies with applicable state and local laws prohibiting discrimination in employment and provides reasonable accommodation to qualified individuals with disabilities in accordance with the American with Disabilities Act (ADA) and applicable state and local laws.",https://cr.indeed.com/rc/clk?jk=79eb14b2b181020e&fccid=07c3e0956fe7fc26&vjs=3,"Heredia, Provincia de Heredia",Systems Engineer- ServiceNow
217,Cargill,"The Senior Testing Analyst will work closely with business partners, regional teams, partners, developers, and business analysts to deliver testing governance, processes, data, and technology to ensure solutions and services meet the needs of the organization. Position are expected to be advanced professionals in test management, test case design, test execution, defect management and analysis. This position requires an experienced analyst who can partner effectively all levels of the organization, lead others, drive results, proactively identify and resolve problems, and make challenging decisions. This position is expected follow the Cargill Project Delivery Process and Testing process framework.
The Senior Testing Analyst will work closely with business partners, regional teams, partners, developers, and business analysts to deliver testing governance, processes, data, and technology to ensure solutions and services meet the needs of the organization. Position are expected to be advanced professionals in test management, test case design, test execution, defect management and analysis. This position requires an experienced analyst who can partner effectively all levels of the organization, lead others, drive results, proactively identify and resolve problems, and make challenging decisions. This position is expected follow the Cargill Project Delivery Process and Testing process framework.

Principal Accountabilities

QUALITY ASSURANCE STRATEGY PLANNING AND EXECUTION
With limited oversight, promotes improved quality practices throughout a limited subset of the organization, as well as synthesizes new quality assurance methods with measurable process improvements to operations.
Stays abreast on new technologies and testing techniques in the industry. Deep Knowledge Test Automation , Performance , Security Testing and latest test tools and technology in the market.
Consults on new QA / Testing methodologies, tools, and techniques for improving overall quality of solution design and development.
Assists in implementing new QA / Testing methodologies, tools, and processes to enhance effectiveness of quality assurance and testing strategies.
Provides consulting input and assistance in the definition of the process level test approaches, as well as supporting major quality initiatives that span across a limited subset of the organization.
Contributes consulting advice to the development and implementation of QA / Testing plans. For example:
Unit/assembly testing
Global and local product testing
System and integration testing
Regression testing
Performance testing
Test automation



Operational readiness testing
User acceptance testing
Participates in the definition of new quality policies, processes, and procedures for a limited subset of the organization. Adheres to existing policies, processes, and procedures.
Applies a specialized understanding of end-to-end controls, policies, standards and procedures used to validate business and regulatory controls.
Utilizes a substantial understanding of the business in its industry to apply risk-based testing for a limited subset of the organization.


25% BUSINESS PARTNERING AND RELATIONSHIP MANAGEMENT
Engage and influence business sponsors and users and contribute to their targeted business outcomes
Frequently provides consult to software engineers, QA / Testing managers, requirements analysts, and BU/Function leaders/managers.
Analyzes current SLA’s, performance metrics, and measurement methodology to validate the adherence of quality assurance practices across a limited subset of the organization.
Regularly provides, reviews, and evaluates complex reports on service performance and achievements.
Utilizes KPI and metrics reports created by team to identify areas of improvement.
Applies a specialized understanding of QA / Testing practices and procedures to ensure secure solutions/technologies are being provided to the business.
Collaborates with cross-functional/BU peers to ensure best practices are disseminated throughout a limited subset of the organization.
Create and maintain long-term working relationships with technology teams, functional counterparts, vendors and business partners.



20% TEST CASE DESIGN AND DOCUMENTATION
Utilizing in-depth knowledge of QA / Testing practices and procedures develops and maintains test cases from technical requirements and executes of those cases, manual and/or automated. Verifies results and creates complex reports based on findings.
Provides comprehensive insight and expertise into the creation of testing plans and processes. Ensures process, data, and technology changes use technical business specifications in accordance with company standards.
Coordinates, schedules, and maintains testing activities for complex projects.
Schedule, and maintain testing activities for complex projects.
Partners with technology teams to create and update testing instructions manuals.
Serves as a primary testing phase consultant between service delivery and release management.
Resolves complex risks/issues related to testing, including, but not limited to: training, execution, process governance, application, tools, resource management, metrics and logistics.
20% TEST EXECUTION, ANALYSIS AND DEFECT MANAGEMENT
Provides consultation for testing activities, including migration, environment testing and debugging, and the environment production.
Applies a specialized understanding of QA / Testing practices and procedures to conduct quality reviews pertaining to documentation found in assigned testing cycles.
Acts as key consult for all testing related execution processes and procedures within team.
Develops solutions of improvement for environment testing activities. May coordinate 3rd party resources to conduct test execution activities. Preserves adequate records of testing information and findings.
Provides feedback and recommendations for improvement based on reports highlighting defects, defect counts, test results and test status.
5% PEOPLE, BUDGET AND RESOURCE MANAGEMENT
Identify and prioritize global resources to support and execute projects. Must coordinate partner resources to conduct test execution activities.
Provides coaching and/or training to more junior members of the team, including coaching Cargill core values.
Participates in selection of employees and provide input on plans for future workforce needs.

Requisitos

Required Qualifications
Bachelor’s Degree (±10 years) in IT, or Computer Science or equivalent in experience
6+ years of IT and business / industry work experience
Writing test plans
Automation Testing experience
Integration testing experience
JDE instances (AS400/iSeries)
JDE Tester,Script builder, table structure
SQL & JDE query knowledge
Knowledge in Beta testing with Testflight.
Handling of test tools in Xcode and android studio.
Being proficient in test automation with Appium.
ITIL certification
Business fluency in English
Ability to travel up to 20%
Desidered Qualifications
Fluency in Portuguese
In-depth Knowledge in JD Edwards testing methodology
Strong analytical and organizational skills
Java experience
Detailed oriented and problem solver with a desire to drive the business through a strong work ethic and understanding of the requirements and needs of the business

Puesto Informática
Ubicación principal Costa Rica-Heredia-San Antonio de Belen
Horario Tiempo completo
Tipo de puesto Normal
Turno Turno de día",https://cr.indeed.com/rc/clk?jk=3b9aedabd143da16&fccid=d7d9a8241ba2f3ec&vjs=3,"San Antonio, Provincia de Heredia",Sr QA-Testing Analyst
